ra_1	dec_1	cz	ecz	u	g	r	i	zm	mur	mem	dist	gl	gb	foo	rf	gr	rp
193.24181	32.41231	006786	003	18.020	16.289	15.965	16.066	16.593		1	04.696	119.43186	84.70554				
197.77100	23.98016	007433	002	18.280	17.563	17.287	17.103	17.139		1	04.702	358.61989	84.56546				
190.30412	30.27558	006958	001	18.534	17.512	17.177	16.980	16.766		1	04.706	157.78263	86.13647				
189.68499	27.71809	006644	003	18.098	17.003	16.558	16.520	16.520		1	04.707	200.38083	87.12125				
189.97746	29.66221	006839	001	18.863	17.876	17.509	17.325	17.180		1	04.715	167.26967	86.41582				
194.56109	32.67296	006662	002	19.428	17.598	17.251	16.997	16.978		1	04.719	108.45211	84.26273				
200.24942	28.96946	006849	003	17.510	16.327	15.887	15.693	15.696		1	04.721	50.41490	83.22458				
198.18648	31.80938	006333	002	16.925	14.257	13.545	13.119	13.052		1	04.730	79.48175	83.41251				
189.69852	28.84174	007250	002	18.104	17.049	16.690	16.537	16.551		1	04.744	180.65355	86.72492				
189.91497	29.60961	007023	001	18.398	17.507	17.092	16.864	16.654		1	04.749	168.47774	86.41286				
199.33018	25.21484	006990	002	18.138	17.129	16.668	16.547	16.641		1	04.751	16.14303	83.88661				
194.08253	32.65498	006920	002	18.128	17.060	16.512	16.325	16.166		1	04.752	112.37186	84.37263				
189.77276	26.91432	007164	001	17.708	16.808	16.403	16.217	16.105		1	04.758	216.67816	87.24199				
195.53434	32.71642	007147	004	18.491	17.549	17.048	16.769	16.598		1	04.769	101.05663	83.95075				
189.61375	28.48008	007102	001	18.544	16.624	16.362	16.138	15.862		1	04.773	186.96745	86.82685				
189.82136	26.67777	006596	002	16.762	15.040	14.243	13.834	13.555		1	04.779	221.68252	87.25356				
190.10632	26.01057	006562	002	19.452	18.204	17.857	17.681	17.794		1	04.780	236.72477	87.29591				
190.80431	31.05562	007304	003	19.325	18.198	17.706	17.411	17.235		1	04.781	147.01201	85.68179				
190.80793	31.08497	007004	002	16.036	14.319	13.634	13.301	13.067		1	04.797	146.81067	85.65649				
190.09476	25.97978	006570	005	18.396	17.215	16.698	16.509	16.284		1	04.803	237.21885	87.27337				
191.40013	31.64273	007055	005	18.548	17.137	16.422	16.083	15.874		1	04.822	138.30914	85.31003				
199.98480	30.11899	007022	003	16.037	14.649	13.937	13.603	13.431		1	04.858	60.16552	83.06928				
193.49643	32.65509	006945	002	17.801	16.997	16.718	16.648	16.659		1	04.862	117.38278	84.44568				
190.77014	31.15056	006900	002	17.358	16.474	16.200	16.015	15.866		1	04.863	146.83334	85.58338				
200.03593	30.05573	006952	010	18.670	18.041	17.715	17.538	18.221		1	04.872	59.53927	83.05392				
190.67873	31.14078	006800	001	17.282	16.576	16.469	16.446	16.533		1	04.918	147.80267	85.55862				
192.49488	32.38868	006901	003	17.799	16.470	16.129	15.975	15.923		1	04.921	126.28589	84.73007				
193.43339	32.70434	006915	002	17.997	17.435	17.077	16.982	17.077		1	04.924	117.97534	84.40180				
191.18194	31.63709	007064	001	18.681	17.732	17.345	17.128	17.048		1	04.942	140.48805	85.26037				
189.61459	29.43613	007162	001	18.806	17.852	17.568	17.471	17.313		1	04.946	173.24624	86.32723				
195.57621	32.89061	007582	003	16.088	14.384	13.574	13.106	12.865		1	04.946	101.39188	83.77669				
189.75529	26.30358	007802	001	18.547	17.429	16.892	16.870	16.968		1	04.956	228.79323	87.10726				
190.19857	30.68566	006695	004	19.108	18.094	17.740	17.619	17.666		1	04.990	155.51395	85.74823				
