 249.37665  46.77915 068164 029 21.513 19.593 18.226 17.657 17.348 20.868 1 00.494  72.75562  41.95322 01.290 19.123 1.3900 18.320 0785.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.38873  46.65579 076589 033 22.299 20.352 19.004 18.443 18.144 21.463 0 00.485  72.58938  41.95238 01.191 19.813 1.3670 19.088 0904.1 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.39167  46.67491 014620 020 18.371 17.281 16.923 16.700 16.665 22.324 0 00.481  72.61487  41.94923 04.076 19.288 0.3780 17.278 0151.6 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.39666  46.75261 017306 047 18.530 16.795 15.933 15.475 15.119 20.580 0 00.477  72.71888  41.94115 03.103 17.769 0.8840 16.126 0180.7 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.41016  46.75852 068277 036 20.472 18.430 17.035 16.537 16.186 20.891 1 00.469  72.72606  41.93157 02.270 18.402 1.4170 17.116 0785.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.41134  46.81981 105060 046 22.951 21.009 19.495 19.006 18.744 21.728 0 00.477  72.80822  41.92703 01.131 20.185 1.5380 19.466 1301.7 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.42310  46.87614 068461 026 20.813 19.692 18.686 18.226 18.009 21.311 0 00.485  72.88310  41.91552 01.286 19.531 1.0300 18.770 0796.1 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.42566  46.56938 067544 032 21.344 19.770 18.404 17.871 17.509 21.180 1 00.479  72.47140  41.93208 01.345 19.348 1.3840 18.541 0785.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.43283  46.73562 020946 056 18.092 16.624 15.893 15.481 15.212 20.641 0 00.452  72.69407  41.91744 03.438 17.939 0.7520 15.964 0220.5 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.44792  46.49062 126485 066 21.663 21.190 19.958 19.481 19.105 22.916 0 00.495  72.36455  41.92125 01.467 20.974 1.2510 20.089 1619.3 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.45164  46.48632 126618 050 22.269 21.101 19.773 19.126 18.797 22.080 0 00.495  72.35859  41.91893 01.094 20.585 1.3470 19.890 1621.4 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.45505  46.74259 118377 058 22.892 21.416 19.876 19.202 18.831 22.914 0 00.437  72.70221  41.90182 01.495 20.998 1.5620 20.046 1497.4 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.45514  46.78274 090670 018 21.169 20.068 18.877 18.463 18.036 21.338 0 00.441  72.75604  41.89935 01.171 19.702 1.2140 19.000 1097.0 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.46167  46.93901 057754 025 22.257 19.903 18.720 18.284 17.948 20.972 0 00.486  72.96520  41.88530 01.087 19.450 1.2080 18.796 0658.0 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.46739  46.85520 108544 039 22.945 21.021 19.267 18.568 18.166 22.394 0 00.450  72.85251  41.88659 01.627 20.372 1.7770 19.342 1352.3 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.46870  46.81570 111384 039 22.163 20.744 19.050 18.401 18.006 21.699 0 00.438  72.79949  41.88810 01.285 19.952 1.7170 19.159 1393.9 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.47232  46.84342 105207 034 21.983 20.323 18.943 18.387 17.959 21.566 0 00.443  72.83645  41.88394 01.260 19.838 1.4030 19.069 1303.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.47758  46.88901 143252 048 26.113 21.336 19.637 18.961 18.550 22.907 0 00.455  72.89727  41.87756 01.713 20.801 1.7220 19.743 1878.0 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.48037  46.52164 068065 036 22.359 20.210 18.867 18.335 17.990 21.202 1 00.461  72.40450  41.89721 01.134 19.594 1.3620 18.934 0785.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.48792  46.76909 017531 023 18.532 17.475 17.024 16.711 16.526 20.824 0 00.417  72.73593  41.87776 02.211 18.535 0.4730 17.106 0183.1 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.50734  46.42672 077831 043 21.975 20.729 19.586 19.061 18.970 21.596 0 00.493  72.27581  41.88388 00.964 20.204 1.1650 19.681 0920.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.50768  46.98549 064874 239 19.264 18.704 18.113 17.698 17.658 20.980 0 00.483  73.02486  41.85105 01.445 18.995 0.6170 18.186 0749.3 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.50910  46.49631 090469 051 21.931 20.133 18.703 18.203 17.946 22.208 0 00.455  72.36905  41.87888 01.858 20.014 1.4500 18.868 1094.2 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.50964  47.00388 057372 023 21.151 19.405 18.131 17.649 17.288 21.455 0 00.492  73.04938  41.84856 01.691 19.362 1.3010 18.319 0653.1 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.51929  46.97078 056912 155 21.960 21.957 20.363 19.280 18.915 24.724 0 00.468  73.00449  41.84406 02.689 20.512 1.6200 20.581 0647.3 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.52156  46.94541 056208 050 20.234 18.684 17.529 17.069 16.752 21.465 0 00.453  72.97036  41.84409 02.236 19.057 1.1800 17.723 0638.4 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.53086  46.45130 090571 038 24.061 21.219 19.636 19.142 18.817 21.611 0 00.466  72.30760  41.86637 00.958 20.240 1.6040 19.709 1095.7 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.53257  46.80898 092669 054 22.442 20.919 19.728 19.291 18.790 22.817 0 00.394  72.78696  41.84487 01.583 20.825 1.2140 19.825 1125.0 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.53516  47.02235 057292 024 21.149 19.274 18.090 17.636 17.357 20.859 0 00.489  73.07265  41.83004 01.343 19.053 1.2100 18.224 0652.1 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.53736  46.78442 068833 033 20.245 18.897 17.748 17.227 16.902 21.239 1 00.386  72.75378  41.84306 01.829 19.064 1.1710 17.933 0785.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.54492  46.83832 017354 044 20.015 18.220 17.411 17.046 16.758 20.223 0 00.394  72.82559  41.83468 01.366 18.409 0.8310 17.551 0181.2 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.54550  46.58532 057024 032 21.959 19.996 18.751 18.262 17.700 21.717 0 00.396  72.48652  41.84894 01.444 19.632 1.2640 18.924 0648.7 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.54716  46.41028 093386 027 22.778 20.470 18.863 18.273 17.978 21.494 0 00.481  72.25179  41.85735 01.274 19.787 1.6290 18.973 1135.1 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.54925  46.50252 068205 043 22.963 20.497 19.248 18.764 18.496 21.668 1 00.428  72.37534  41.85094 01.155 20.036 1.2690 19.360 0785.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.55283  46.48651 127111 047 22.582 21.427 19.942 19.382 19.231 22.637 0 00.434  72.35370  41.84936 01.292 20.837 1.5050 20.086 1628.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.55958  46.86060 078333 024 23.321 20.127 18.729 18.236 17.948 21.288 0 00.392  72.85462  41.82334 01.230 19.614 1.4200 18.843 0927.6 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.56302  46.77032 018865 047 19.362 17.592 16.754 16.359 16.098 19.719 0 00.366  72.73350  41.82634 01.472 17.798 0.8600 16.884 0197.7 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.56656  47.01454 068289 036 22.482 20.271 18.959 18.467 18.157 21.094 1 00.468  73.06040  41.80915 01.015 19.626 1.3380 19.067 0785.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.56739  46.66060 082796 032 22.327 21.009 19.439 18.887 18.615 21.654 0 00.363  72.58627  41.82968 01.053 20.131 1.5910 19.547 0988.2 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.56861  46.89945 117517 027 22.054 20.575 19.388 18.930 18.692 21.781 0 00.403  72.90617  41.81483 01.144 20.150 1.2110 19.494 1484.5 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.56955  46.45192 078170 031 23.566 19.939 18.548 17.965 17.494 21.871 0 00.444  72.30650  41.83972 01.733 19.763 1.4120 18.682 0925.4 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.58034  46.53353 093131 032 22.341 20.913 19.715 19.202 18.956 22.559 0 00.394  72.41533  41.82789 01.421 20.660 1.2170 19.801 1131.5 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.58952  46.91259 056984 030 21.554 19.773 18.578 18.093 17.792 21.795 0 00.397  72.92260  41.79978 01.608 19.764 1.2190 18.769 0648.2 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.59859  46.94087 066912 035 22.320 21.070 19.992 19.537 19.278 21.794 1 00.406  72.95996  41.79188 00.874 20.553 1.1030 20.091 0785.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.60124  46.48931 068024 047 22.345 20.405 18.959 18.387 17.977 21.902 1 00.404  72.35504  41.81592 01.572 19.890 1.4660 18.925 0785.8 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.60404  46.78368 089900 039 22.018 21.385 19.902 19.367 18.958 21.740 0 00.341  72.74920  41.79752 00.884 20.459 1.5050 20.013 1086.3 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
 249.60522  46.60910 091241 034 22.571 20.868 19.253 18.692 18.277 22.002 0 00.349  72.51532  41.80664 01.345 20.181 1.6350 19.363 1105.0 00.970 01.456 06.623 067675 067511 1151 063 054 a2219 
