 230.43180  29.95592 035081 047 19.533 17.778 16.835 16.505 16.085 20.224 1 00.537  46.88643  57.01839 01.795 18.085 0.9650 16.959 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.47050  29.80944 038511 053 20.029 18.101 17.018 16.574 16.193 19.960 0 00.498  46.62337  56.97311 01.439 18.116 1.1080 17.175 0421.7 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.47550  29.80829 022219 021 19.004 18.028 17.589 17.363 17.203 22.870 0 00.494  46.62192  56.96869 04.330 20.082 0.4640 17.693 0234.6 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.47930  29.74537 034353 044 20.333 18.479 17.495 17.059 16.681 20.878 1 00.502  46.50742  56.96014 01.742 18.770 1.0080 17.678 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.47940  29.87278 067764 044 20.984 19.725 18.665 18.151 17.836 21.410 0 00.488  46.74035  56.97062 01.320 19.674 1.0830 18.812 0787.0 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.48000  29.79107 033981 044 19.873 17.961 16.983 16.586 16.261 20.098 1 00.492  46.59104  56.96337 01.558 18.151 1.0030 17.141 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.48170  29.78999 034678 022 21.276 19.478 18.411 18.015 17.632 20.334 1 00.491  46.58929  56.96181 00.924 19.001 1.0920 18.511 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.48250  29.81874 022532 044 20.085 18.336 17.431 17.020 16.729 20.326 0 00.487  46.64195  56.96351 01.399 18.518 0.9300 17.602 0238.1 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.49030  29.71575 014243 047 17.453 15.698 14.934 14.535 14.243 20.880 0 00.500  46.45479  56.94810 05.742 17.289 0.7880 15.090 0147.6 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.51280  29.70653 054125 025 21.067 19.074 17.887 17.440 17.087 20.680 0 00.484  46.44102  56.92784 01.373 18.862 1.2110 17.997 0612.2 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.51410  29.78819 033825 051 21.700 19.750 18.834 18.481 18.158 21.368 1 00.464  46.59031  56.93364 01.201 19.766 0.9410 18.975 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.51760  29.77211 034829 031 21.942 19.652 18.699 18.326 18.046 21.365 1 00.463  46.56142  56.92926 01.241 19.692 0.9780 18.902 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.51900  30.04881 023335 023 18.864 17.958 17.600 17.307 17.161 21.039 0 00.490  47.06717  56.95033 01.848 18.898 0.3790 17.711 0247.0 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.53320  29.96767 034946 044 19.847 17.917 16.881 16.450 16.076 20.299 1 00.453  46.92064  56.93175 01.835 18.133 1.0600 16.986 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.53770  29.81152 034541 023 20.847 18.619 17.609 17.217 16.858 21.104 1 00.440  46.63605  56.91518 01.795 18.966 1.0340 17.839 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.53980  29.76027 034896 027 20.289 18.659 17.611 17.202 16.866 21.322 1 00.447  46.54278  56.90906 01.980 19.060 1.0730 17.844 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.54180  29.73000 024726 041 19.867 17.894 17.013 16.645 16.323 19.823 0 00.453  46.48781  56.90476 01.360 18.021 0.9050 17.161 0262.6 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.54310  29.62578 022196 044 18.957 17.696 17.072 16.705 16.494 21.517 0 00.493  46.29787  56.89458 02.917 19.137 0.6470 17.197 0234.4 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.54380  29.84661 034977 024 20.732 18.845 17.825 17.409 17.031 20.450 1 00.432  46.70091  56.91281 01.294 18.760 1.0440 17.896 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.54660  29.99735 022544 039 21.513 19.772 18.877 18.379 18.193 21.694 0 00.450  46.97653  56.92251 01.386 19.848 0.9180 18.991 0238.2 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.55360  29.87657 034922 028 20.742 18.991 18.123 17.746 17.495 21.489 1 00.424  46.75688  56.90680 01.690 19.442 0.8930 18.355 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.55850  29.84238 034560 050 18.726 16.756 15.704 15.273 14.925 21.014 1 00.420  46.69511  56.89976 04.250 17.773 1.0760 15.877 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.56220  29.67185 064016 036 20.649 19.383 18.480 18.079 17.756 21.796 0 00.457  46.38455  56.88208 01.742 19.709 0.9260 18.596 0738.2 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.56370  29.81125 035117 047 20.353 18.443 17.454 17.031 16.673 20.585 1 00.418  46.63900  56.89268 01.610 18.593 1.0130 17.555 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.56640  29.60724 022311 035 19.390 18.266 17.794 17.494 17.267 22.241 0 00.485  46.26735  56.87276 02.957 19.708 0.4950 17.892 0235.6 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.57900  29.89263 034967 047 19.907 17.900 16.875 16.431 16.091 19.772 1 00.402  46.78947  56.88616 01.412 17.964 1.0490 17.027 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.58050  29.80713 034781 044 20.648 18.577 17.637 17.240 16.947 21.430 1 00.404  46.63371  56.87781 02.125 19.080 0.9650 17.798 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.58800  29.64670 100322 062 22.960 20.125 18.423 17.786 17.391 22.061 0 00.449  46.34230  56.85755 02.033 19.732 1.7240 18.526 1233.5 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.58920  29.65432 033721 034 20.692 18.966 18.114 17.760 17.472 21.034 1 00.444  46.35635  56.85718 01.439 19.123 0.8750 18.249 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.59100  29.81495 038244 047 20.230 18.183 17.143 16.711 16.401 20.668 0 00.394  46.64937  56.86938 01.914 18.436 1.0650 17.263 0418.6 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.59490  30.01935 079960 032 20.569 19.163 18.061 17.608 17.285 21.699 0 00.418  47.02269  56.88254 01.967 19.462 1.1260 18.236 0949.6 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.60640  30.05427 038172 047 20.779 18.730 17.688 17.231 16.822 20.900 0 00.424  47.08782  56.87532 01.729 18.781 1.0650 17.716 0417.7 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.60960  29.89524 034103 022 21.078 19.344 18.318 17.903 17.583 20.345 1 00.376  46.79819  56.85993 00.964 19.059 1.0510 18.431 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.61850  30.06323 033969 041 20.411 18.643 17.685 17.278 16.949 20.573 1 00.419  47.10565  56.86557 01.412 18.717 0.9810 17.829 0370.3 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.62040  30.10864 038506 035 21.038 19.507 18.542 18.139 17.762 21.450 0 00.441  47.18871  56.86741 01.439 19.565 0.9870 18.665 0421.7 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.62970  29.72908 073264 023 19.784 18.816 18.164 17.813 17.563 21.806 0 00.381  46.49811  56.82863 02.033 19.611 0.6770 18.271 0859.6 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.63370  30.01791 019717 050 19.048 17.124 16.234 15.768 15.313 20.617 0 00.387  47.02488  56.84893 02.838 17.805 0.9130 16.357 0207.0 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.63560  30.11791 038511 033 20.580 19.134 18.268 17.866 17.506 21.112 0 00.435  47.20744  56.85500 01.386 19.278 0.8880 18.409 0421.7 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
 230.63630  29.88904 023139 027 20.295 19.073 18.468 18.091 17.968 21.402 0 00.353  46.79034  56.83636 01.465 19.496 0.6290 18.578 0244.9 00.847 01.390 06.861 034140 034067 0994 061 052 a2069 
