#ra_1	dec_1	cz	ecz	zsource	ra_2	dec_2	u	g	r	i	zm	mur	gr	r50	rp	rf
#----	-----	--	---	-------	----	-----	-	-	-	-	--	---	--	---	--	--
260.071821	26.456715	0.53442	9.45989e-05	MMT/Hectospec	260.071828	26.456715	23.570	21.101	20.389	19.319	19.144	024.715	00.760	02.214	20.994	22.253
260.072192	26.528065	0.158318	0.000158443	MMT/Hectospec	260.072203	26.528063	22.682	21.638	20.550	20.408	19.885	022.561	01.139	00.931	20.721	21.231
260.072479	26.811497	0.161137	0.000173253	MMT/Hectospec	260.072492	26.811498	21.294	19.471	18.401	17.994	17.728	021.607	01.117	01.597	18.595	19.558
260.072750	26.666388	0.162819	0.000398776	Keck/DEIMOS	260.072764	26.666636	22.465	21.762	20.693	20.229	19.601	023.076	01.121	01.087	20.900	21.449
260.073030	26.563610	0.162059	0.000369123	Keck/DEIMOS	260.073025	26.563805	22.477	20.103	18.937	18.491	18.104	020.551	01.218	00.781	19.093	19.555
260.073120	26.730556	0.668623	0.000274724	Keck/DEIMOS	260.073126	26.730556	26.351	22.731	21.357	19.948	19.414	023.332	01.422	00.824	21.757	22.133
260.073300	26.566111	0.152444	0.000325159	Keck/DEIMOS	260.073252	26.566327	23.329	21.606	20.754	20.355	20.093	022.464	00.905	00.802	20.948	21.397
260.073640	26.671389	0.162673	0.000258513	Keck/DEIMOS	260.073642	26.671581	23.851	22.725	21.609	21.203	20.690	022.964	01.168	00.650	21.904	22.088
260.074738	26.740019	0.160184	7.97887e-05	MMT/Hectospec	260.074734	26.740019	19.939	18.092	16.915	16.473	16.108	020.423	01.224	01.831	17.115	18.198
260.074854	26.828472	0.431307	0.000114446	MMT/Hectospec	260.074858	26.828474	23.610	21.253	19.758	19.138	18.804	022.591	01.542	01.376	19.903	20.691
260.076829	26.722528	0.158254	0.000132225	MMT/Hectospec	260.076822	26.722530	21.506	19.339	18.183	17.727	17.324	020.338	01.204	00.992	18.360	18.986
260.077300	26.463890	0.435413	0.000220019	Keck/DEIMOS	260.077282	26.464016	23.638	22.417	20.776	20.189	19.725	022.529	01.689	00.788	21.051	21.481
260.077550	26.530001	0.161466	0.0006253	Keck/DEIMOS	260.077516	26.530204	25.577	22.368	21.333	20.833	20.477	023.030	01.085	00.786	21.558	21.944
260.077571	26.669889	0.169741	0.000119083	MMT/Hectospec	260.077575	26.669892	20.671	19.798	19.317	19.017	18.822	022.122	00.533	01.342	19.488	20.319
260.077910	26.621666	0.158534	0.000224389	Keck/DEIMOS	260.077919	26.621849	25.567	22.037	21.077	20.593	20.301	022.956	01.014	00.881	21.236	21.734
260.078829	26.836367	0.430561	8.46253e-05	MMT/Hectospec	260.078841	26.836368	23.716	22.876	20.710	20.166	19.912	022.703	02.214	00.946	20.829	21.287
260.078917	26.814842	0.251107	0.000136094	MMT/Hectospec	260.078908	26.814842	21.685	21.056	20.359	20.049	19.709	023.261	00.744	01.389	20.552	21.352
260.079058	26.617874	0.163854	8.61597e-05	MMT/Hectospec	260.079058	26.617875	23.963	21.098	19.916	19.462	19.149	021.879	01.236	00.894	20.127	20.639
260.079975	26.670286	0.155634	8.07226e-05	MMT/Hectospec	260.079981	26.670285	21.710	19.758	18.649	18.183	17.821	020.423	01.160	00.832	18.827	19.318
260.080317	26.357908	0.290607	6.1476e-05	MMT/Hectospec	260.080313	26.357908	22.742	21.035	20.339	20.153	19.875	022.043	00.750	00.815	20.492	20.914
260.080600	26.687500	0.319291	6.10423e-05	Keck/DEIMOS	260.080614	26.687593	24.642	21.801	21.128	20.220	21.478	024.455	00.724	01.568	21.483	22.403
260.080633	26.413042	0.176376	0.000108976	MMT/Hectospec	260.080638	26.413041	20.783	19.433	18.699	18.293	18.090	021.860	00.784	01.576	18.877	19.890
260.080946	26.638567	0.568702	0.00010147	MMT/Hectospec	260.080951	26.638566	22.567	21.706	20.447	19.650	19.107	023.071	01.313	01.172	20.731	21.440
260.081240	26.517860	0.622096	8.37914e-05	Keck/DEIMOS	260.081251	26.517850	23.680	22.403	21.736	21.300	21.205	024.094	00.717	01.157	21.782	22.429
260.081633	26.776209	0.160911	8.61597e-05	MMT/Hectospec	260.081627	26.776209	21.060	19.158	17.980	17.534	17.160	020.814	01.224	01.378	18.123	18.922
260.081662	26.641312	0.170031	9.83682e-05	MMT/Hectospec	260.081673	26.641311	22.372	20.284	19.212	18.761	18.347	021.017	01.125	00.844	19.390	19.898
260.082090	26.502083	0.158267	0.000565425	Keck/DEIMOS	260.082071	26.502063	24.480	21.843	21.152	20.814	20.198	023.598	00.740	01.054	21.489	22.130
260.082233	26.756889	0.360923	0.000190399	MMT/Hectospec	260.082224	26.756891	25.083	22.062	20.366	19.869	19.531	022.417	01.743	00.972	20.484	20.971
260.083530	26.642221	0.42681	0.000119416	Keck/DEIMOS	260.083517	26.642288	24.720	22.244	21.540	21.537	22.620	023.580	00.758	00.765	22.167	22.250
260.083590	26.700306	0.415039	0.000152673	Keck/DEIMOS	260.083588	26.700306	23.257	22.438	21.443	21.373	20.413	023.378	01.044	00.701	22.154	22.161
260.083740	26.546667	0.199956	0.000311883	Keck/DEIMOS	260.083746	26.546742	26.321	21.001	19.974	19.437	19.027	023.027	01.078	01.516	20.129	21.095
260.083920	26.667694	0.153039	0.00061009	Keck/DEIMOS	260.083924	26.667686	25.264	22.187	21.288	20.747	21.710	024.320	00.951	01.431	21.547	21.775
260.084038	26.373796	0.256249	9.1897e-05	MMT/Hectospec	260.084048	26.373797	22.018	20.768	19.742	19.286	18.960	021.747	01.078	00.916	19.943	20.486
260.084080	26.549166	0.162373	0.000276225	Keck/DEIMOS	260.084044	26.549246	24.638	21.462	20.464	20.062	20.188	022.331	01.050	00.863	20.656	21.147
260.084179	26.739099	0.16267	5.43043e-05	MMT/Hectospec	260.084174	26.739100	23.057	21.352	20.248	19.813	19.632	022.634	01.151	01.052	20.529	20.977
260.084200	26.589167	0.323118	0.000380931	Keck/DEIMOS	260.084214	26.589267	22.291	22.054	21.596	21.468	23.227	024.261	00.511	01.271	21.745	22.456
260.084208	26.522059	0.163605	0.000120984	MMT/Hectospec	260.084217	26.522057	21.679	20.582	20.120	19.875	19.790	021.427	00.512	00.679	20.273	20.631
260.084351	26.551256	0.162874	0.000426262	Keck/DEIMOS	260.084310	26.551239	24.580	21.538	20.676	20.352	19.686	023.032	00.914	01.037	20.958	21.532
260.085783	26.652244	0.163893	5.61056e-05	MMT/Hectospec	260.085776	26.652248	20.902	19.061	17.937	17.471	17.113	021.106	01.177	01.538	18.176	19.172
260.086354	26.627251	0.152733	0.000202474	MMT/Hectospec	260.086356	26.627249	19.481	18.207	17.512	17.151	16.912	021.617	00.748	02.387	17.733	19.294
260.086640	26.610001	0.761982	0.000290768	Keck/DEIMOS	260.086638	26.610182	23.536	22.345	21.399	20.312	20.265	024.784	01.000	01.438	22.000	22.882
260.086754	26.404724	0.100474	7.62195e-05	MMT/Hectospec	260.086742	26.404725	19.018	17.811	17.291	16.997	16.837	021.579	00.570	02.649	17.469	19.220
260.086754	26.746464	0.163019	7.14829e-05	MMT/Hectospec	260.086768	26.746465	22.864	19.880	18.793	18.332	18.004	021.719	01.134	01.404	18.987	19.798
260.086842	26.880501	0.256724	0.000166015	MMT/Hectospec	260.086848	26.880501	22.461	20.888	19.487	18.968	18.597	021.934	01.451	01.153	19.630	20.267
260.087860	26.665277	0.316148	0.000154974	Keck/DEIMOS	260.087859	26.665380	22.278	22.009	21.119	20.808	20.812	022.511	00.942	00.679	21.357	21.678
260.088042	26.668417	0.168566	0.000100436	MMT/Hectospec	260.088029	26.668419	22.149	20.175	18.983	18.558	18.216	021.394	01.243	01.121	19.151	19.876
260.089017	26.408606	0.177156	0.000108842	MMT/Hectospec	260.089012	26.408606	19.697	18.456	17.684	17.244	16.985	021.471	00.822	02.063	17.904	19.202
260.089290	26.746111	0.668905	0.000342904	Keck/DEIMOS	260.089290	26.746297	23.527	22.045	21.212	20.479	20.419	024.367	00.879	01.585	21.372	22.322
260.089504	26.390650	0.122501	7.66531e-05	MMT/Hectospec	260.089490	26.390651	21.034	20.165	19.522	19.239	19.061	021.264	00.694	00.817	19.708	20.153
260.089587	26.528116	0.160022	9.47991e-05	MMT/Hectospec	260.089582	26.528117	22.511	20.293	19.246	18.840	18.571	021.573	01.097	01.070	19.431	20.114
260.090417	26.444410	0.177227	0.000175688	MMT/Hectospec	260.090404	26.444410	21.620	20.731	20.225	19.901	19.802	021.961	00.554	00.834	20.360	20.831
260.091133	26.479212	0.175684	0.000301542	MMT/Hectospec	260.091129	26.479211	22.243	19.941	18.713	18.237	17.922	021.026	01.276	01.062	18.900	19.559
260.091992	26.545437	0.22126	9.74342e-05	MMT/Hectospec	260.091992	26.545437	20.900	20.592	20.343	20.411	20.230	021.615	00.301	00.667	20.499	20.847
260.092010	26.505833	0.156941	0.000199338	Keck/DEIMOS	260.091964	26.506014	24.672	21.672	20.815	20.540	20.264	022.971	00.906	01.013	20.948	21.608
260.092021	26.613672	0.161773	5.79735e-05	MMT/Hectospec	260.092030	26.613671	21.881	19.820	18.733	18.275	17.956	021.439	01.140	01.253	18.954	19.768
260.092192	26.607319	0.171934	0.000176055	MMT/Hectospec	260.092202	26.607319	21.462	19.456	18.484	17.976	17.569	021.781	01.025	01.614	18.746	19.807
260.093021	26.653851	0.164069	0.000127855	MMT/Hectospec	260.093022	26.653850	21.104	18.785	17.611	17.149	16.780	020.265	01.226	01.276	17.741	18.592
260.093021	26.591625	0.202071	5.82737e-05	MMT/Hectospec	260.093026	26.591625	20.884	20.005	19.576	19.414	19.377	021.400	00.481	00.856	19.743	20.269
260.093967	26.511917	0.176109	5.31702e-05	MMT/Hectospec	260.093971	26.511919	22.694	20.834	20.230	19.977	20.046	023.110	00.654	01.320	20.512	21.293
260.094420	26.645834	0.439554	0.000177056	Keck/DEIMOS	260.094425	26.645963	22.434	21.453	20.560	20.226	20.055	022.649	00.946	00.961	20.740	21.282
260.094596	26.691683	0.579256	0.000194535	MMT/Hectospec	260.094610	26.691682	21.962	21.642	20.366	19.550	19.193	022.219	01.325	00.857	20.559	21.041
260.094760	26.498056	0.405802	0.000108208	Keck/DEIMOS	260.094732	26.498266	22.332	21.854	20.923	20.680	20.514	022.874	00.979	00.878	21.162	21.601
260.094796	26.826506	0.155622	0.000148703	MMT/Hectospec	260.094789	26.826505	21.673	19.778	18.708	18.310	17.943	021.062	01.117	01.095	18.870	19.432
260.095083	26.567314	0.164573	0.000160011	MMT/Hectospec	260.095069	26.567315	22.558	20.613	19.518	19.139	18.814	022.170	01.147	01.212	19.757	20.529
260.095090	26.655556	0.17125	0.000171953	Keck/DEIMOS	260.095077	26.655662	22.269	20.074	19.393	19.026	18.808	022.105	00.733	01.289	19.559	20.374
260.096313	26.702822	0.154031	7.08158e-05	MMT/Hectospec	260.096326	26.702822	21.318	20.248	19.874	19.731	19.424	022.160	00.422	01.062	20.034	20.556
260.097229	26.458439	0.163238	0.000123986	MMT/Hectospec	260.097220	26.458440	21.078	19.234	18.255	17.722	17.355	020.935	01.026	01.249	18.457	19.234
260.097470	26.587223	0.160064	0.000357748	Keck/DEIMOS	260.097463	26.587432	22.549	22.428	21.328	20.972	20.501	022.525	01.152	00.617	21.579	21.850
260.097971	26.698900	0.265407	0.000216917	MMT/Hectospec	260.097974	26.698899	23.956	20.756	19.101	18.512	18.135	022.248	01.704	01.583	19.256	20.067
260.098342	26.480536	0.175309	0.000138129	MMT/Hectospec	260.098335	26.480537	22.300	18.889	17.838	17.376	17.133	020.754	01.099	01.460	17.937	18.621
260.099317	26.698181	0.168641	0.000120017	MMT/Hectospec	260.099311	26.698181	21.394	19.069	18.193	17.846	17.431	022.043	00.925	02.123	18.413	19.667
260.099346	26.564125	0.147303	9.63001e-05	MMT/Hectospec	260.099344	26.564124	19.965	19.094	18.744	18.545	18.493	020.288	00.402	00.759	18.892	19.343
260.099658	26.455950	0.152797	0.000300809	MMT/Hectospec	260.099652	26.455950	20.057	18.246	17.194	16.730	16.400	020.646	01.099	01.774	17.406	18.548
260.099775	26.616694	0.159961	6.97817e-05	MMT/Hectospec	260.099781	26.616697	21.003	19.228	18.134	17.675	17.348	020.734	01.147	01.200	18.343	19.142
260.100204	26.748778	0.161041	0.000159344	MMT/Hectospec	260.100212	26.748802	22.609	20.703	19.584	19.151	18.836	021.647	01.166	00.952	19.759	20.166
260.100460	26.603611	0.159246	0.000387068	Keck/DEIMOS	260.100462	26.603766	23.015	21.412	20.544	20.148	19.872	022.550	00.920	00.918	20.741	21.272
260.101380	26.695833	0.159652	0.000627835	Keck/DEIMOS	260.101380	26.696006	26.268	21.899	21.158	20.726	19.976	024.570	00.790	01.849	21.240	22.331
260.102450	26.616388	0.763149	6.53119e-05	Keck/DEIMOS	260.102430	26.616464	24.584	22.204	21.246	20.688	20.608	023.242	01.010	00.876	21.534	21.926
260.102463	26.746012	0.164913	0.000115046	MMT/Hectospec	260.102468	26.746012	22.817	19.968	18.856	18.429	18.138	022.261	01.158	01.742	19.061	20.108
260.102750	26.749722	0.259128	0.00013039	Keck/DEIMOS	260.102741	26.749885	21.946	21.556	21.061	21.020	20.583	023.505	00.541	01.062	21.379	21.875
260.103420	26.540833	0.23061	4.77998e-05	Keck/DEIMOS	260.103401	26.541065	24.932	22.814	21.913	22.037	21.008	030.000	00.952	-9999.000	26.566	22.491
260.103420	26.522778	0.426982	0.000118849	Keck/DEIMOS	260.103400	26.522912	22.437	21.766	20.810	20.511	20.768	022.455	01.006	00.737	21.123	21.402
260.104121	26.642378	0.21381	9.13633e-05	MMT/Hectospec	260.104109	26.642377	23.283	20.528	19.274	18.855	18.597	021.455	01.306	00.996	19.469	20.085
260.104837	26.697853	0.162031	0.00011588	MMT/Hectospec	260.104829	26.697854	20.852	19.071	17.889	17.419	16.972	021.300	01.231	01.838	17.983	19.055
260.105867	26.808000	0.156362	0.000125854	MMT/Hectospec	260.105864	26.808028	21.219	20.660	20.209	19.993	20.057	022.994	00.497	01.306	20.419	21.109
260.107296	26.868443	0.430764	0.000271889	MMT/Hectospec	260.107304	26.868443	24.805	22.491	20.649	20.029	19.559	022.801	01.890	01.005	20.795	21.278
260.107383	26.529316	0.159337	5.66059e-05	MMT/Hectospec	260.107369	26.529316	20.674	18.698	17.613	17.200	16.849	020.675	01.135	01.537	17.747	18.743
260.107413	26.397474	0.256303	6.51118e-05	MMT/Hectospec	260.107423	26.397474	21.620	20.621	19.975	19.741	19.316	022.827	00.696	01.368	20.152	21.011
260.107820	26.426979	0.161378	9.45989e-05	SDSS	260.107820	26.426978	19.800	18.264	17.288	16.868	16.607	021.810	01.024	02.799	17.580	19.254
260.108430	26.630001	0.162504	0.000365854	Keck/DEIMOS	260.108423	26.630206	25.455	21.513	20.447	20.035	19.761	022.844	01.118	01.023	20.800	21.354
260.108430	26.671665	0.256686	0.000139563	Keck/DEIMOS	260.108436	26.671766	23.504	22.566	21.554	21.219	21.178	022.760	01.062	00.578	21.955	22.072
260.108890	26.573612	0.10558	0.000204875	Keck/DEIMOS	260.108834	26.573861	24.333	21.860	21.715	21.300	21.081	023.226	00.197	00.642	22.193	22.311
260.108929	26.435247	0.173717	0.000119016	MMT/Hectospec	260.108926	26.435248	21.959	20.706	20.012	19.762	19.655	022.480	00.741	01.125	20.229	20.903
260.108988	26.813244	0.159396	5.5772e-05	MMT/Hectospec	260.108990	26.813244	22.753	19.600	18.492	18.069	17.707	021.012	01.154	01.199	18.623	19.292
260.109587	26.890127	0.155507	5.43377e-05	MMT/Hectospec	260.109586	26.890129	21.952	21.344	20.310	19.960	19.589	023.072	01.083	01.337	20.446	21.215
260.109617	26.497852	0.313403	0.000107208	MMT/Hectospec	260.109617	26.497853	22.552	21.130	20.215	19.928	19.480	022.193	00.963	00.919	20.381	20.941
260.109671	26.424708	0.156698	0.00012989	MMT/Hectospec	260.109685	26.424708	22.533	20.763	19.792	19.407	19.145	022.195	01.019	01.106	19.981	20.664
260.109710	26.597223	0.159787	0.00037556	Keck/DEIMOS	260.109706	26.597392	23.259	23.038	22.004	21.761	22.153	023.396	01.086	00.604	22.496	22.598
260.109860	26.607779	0.167468	0.00041829	Keck/DEIMOS	260.109883	26.607877	23.863	21.108	20.324	19.936	19.743	022.163	00.836	00.851	20.518	21.008
260.110140	26.674166	0.158949	0.000205709	Keck/DEIMOS	260.110112	26.674346	21.658	20.111	19.047	18.604	18.333	021.555	01.113	01.156	19.245	19.951
260.110617	26.830467	0.161455	0.000161579	MMT/Hectospec	260.110625	26.830468	22.021	19.917	18.751	18.310	17.887	021.229	01.213	01.146	18.938	19.540
260.110870	26.469444	0.315654	0.000114179	Keck/DEIMOS	260.110904	26.469717	22.065	21.210	20.459	20.042	19.838	023.327	00.798	01.352	20.677	21.557
260.113333	26.750763	0.153205	7.71868e-05	MMT/Hectospec	260.113343	26.750765	21.875	20.465	19.892	19.579	19.670	023.081	00.619	01.583	20.089	21.040
260.113963	26.760639	0.168915	7.63196e-05	MMT/Hectospec	260.113953	26.760643	22.084	19.921	19.106	18.529	18.134	022.550	00.861	01.805	19.273	20.131
260.113963	26.475676	0.314531	0.00012562	MMT/Hectospec	260.113958	26.475676	24.621	21.355	19.778	19.213	18.763	021.813	01.625	00.964	19.898	20.536
260.114537	26.532974	0.159553	6.82807e-05	MMT/Hectospec	260.114549	26.532974	20.378	18.223	17.022	16.589	16.239	020.403	01.251	01.740	17.205	18.295
260.116337	26.657314	0.157441	7.99554e-05	MMT/Hectospec	260.116338	26.657313	22.424	20.294	19.223	18.769	18.408	021.659	01.121	01.116	19.426	20.139
260.116910	26.748890	0.162705	0.0001925	Keck/DEIMOS	260.116952	26.749016	22.884	21.213	20.406	20.049	19.783	023.272	00.853	01.367	20.598	21.361
260.118054	26.453546	0.16499	8.85948e-05	MMT/Hectospec	260.118043	26.453547	23.612	21.061	19.880	19.477	19.192	021.470	01.228	00.768	20.048	20.469
260.118400	26.637936	0.20183	0.000134193	MMT/Hectospec	260.118414	26.637937	24.220	21.142	19.966	19.539	19.237	021.358	01.227	00.703	20.128	20.513
260.118650	26.739723	0.546537	0.000347508	Keck/DEIMOS	260.118651	26.739919	22.431	22.085	21.130	20.649	19.998	023.605	01.001	01.126	21.352	21.947
260.118858	26.671146	0.158405	6.55121e-05	MMT/Hectospec	260.118860	26.671148	23.724	21.228	20.243	19.965	19.493	022.347	01.034	00.915	20.545	20.850
260.118990	26.753611	0.427117	0.000110377	Keck/DEIMOS	260.118989	26.753670	21.965	21.732	21.042	20.711	20.432	023.328	00.736	01.024	21.282	21.710
260.119113	26.413019	0.161914	0.000101537	MMT/Hectospec	260.119102	26.413020	20.766	20.317	18.947	18.618	18.503	021.105	01.418	00.989	19.134	19.261
260.119287	26.783325	0.158483	6.18095e-05	MMT/Hectospec	260.119289	26.783326	23.854	20.918	19.898	19.501	19.157	021.888	01.066	00.929	20.053	20.459
260.120171	26.692242	0.158913	5.20361e-05	MMT/Hectospec	260.120185	26.692241	21.639	19.432	18.357	17.894	17.575	021.293	01.124	01.385	18.591	19.378
260.120429	26.866484	0.380637	0.000176055	MMT/Hectospec	260.120417	26.866483	21.595	20.944	20.201	20.079	19.812	023.719	00.791	01.772	20.482	21.548
260.120975	26.408859	0.313759	0.000104372	MMT/Hectospec	260.120963	26.408857	22.834	21.350	20.446	20.308	19.897	022.663	00.952	01.003	20.661	21.223
260.121458	26.429344	0.532396	0.000152139	MMT/Hectospec	260.121472	26.429345	23.128	22.114	20.771	20.451	20.421	023.968	01.390	01.644	20.893	21.953
260.121890	26.726389	0.379812	0.000551582	Keck/DEIMOS	260.121881	26.726443	23.121	22.781	21.190	20.638	20.354	024.312	01.637	01.594	21.305	22.236
260.121975	26.775652	0.251035	8.02223e-05	MMT/Hectospec	260.121979	26.775652	24.809	21.566	20.060	19.545	19.255	022.029	01.551	00.935	20.180	20.627
260.122175	26.376959	0.104544	0.000137228	MMT/Hectospec	260.122186	26.376957	22.482	20.769	19.946	19.563	19.419	021.887	00.876	00.913	20.090	20.652
260.123540	26.725834	0.160342	0.000300975	Keck/DEIMOS	260.123548	26.726077	21.691	20.893	19.847	19.414	19.051	022.504	01.092	01.265	19.999	20.705
260.123604	26.622171	0.4369	0.000193834	MMT/Hectospec	260.123603	26.622173	23.499	22.521	20.763	20.253	19.905	022.106	01.808	00.701	20.882	21.297
260.124050	26.517944	0.156078	0.000313851	Keck/DEIMOS	260.124011	26.517924	23.276	21.891	20.816	20.405	20.190	022.707	01.125	00.868	21.019	21.446
260.125150	26.461445	0.173581	9.1897e-05	MMT/Hectospec	260.125143	26.461444	21.269	19.423	18.323	17.933	17.604	020.712	01.147	01.101	18.508	19.222
260.126696	26.429522	0.172524	0.000124386	MMT/Hectospec	260.126684	26.429523	20.042	18.190	16.985	16.526	16.167	021.539	01.251	02.823	17.290	18.826
260.127040	26.720001	0.597748	0.000152372	Keck/DEIMOS	260.127054	26.720212	22.370	22.827	21.925	21.433	22.244	023.929	00.949	00.653	22.859	22.736
260.128183	26.684364	0.279429	5.22696e-05	MMT/Hectospec	260.128173	26.684364	21.411	20.720	19.983	19.489	19.683	023.840	00.785	02.086	20.248	21.395
260.128413	26.699900	0.372344	8.33578e-05	MMT/Hectospec	260.128399	26.699900	22.507	21.853	20.455	20.082	19.698	023.156	01.446	01.280	20.625	21.307
260.128442	26.781208	0.160363	0.000172219	MMT/Hectospec	260.128434	26.781209	21.908	20.185	19.210	18.861	18.698	021.881	01.019	01.267	19.372	20.058
260.128554	26.691809	0.371381	0.000103138	MMT/Hectospec	260.128560	26.691809	24.141	21.231	19.406	18.847	18.451	022.322	01.873	01.385	19.620	20.415
260.128783	26.872786	0.15509	0.000111644	MMT/Hectospec	260.128794	26.872786	21.312	20.344	20.075	19.859	19.881	023.122	00.317	01.519	20.219	21.121
260.130587	26.788124	0.159125	5.29367e-05	MMT/Hectospec	260.130576	26.788126	22.169	21.026	19.909	19.587	19.257	022.162	01.161	01.034	20.094	20.568
260.130950	26.502777	0.533846	0.000191866	Keck/DEIMOS	260.130926	26.502991	23.637	22.444	21.584	20.506	21.949	024.898	00.908	01.477	22.056	22.797
260.131275	26.872259	0.155401	0.000133459	MMT/Hectospec	260.131284	26.872258	19.884	19.476	19.512	19.525	19.254	022.674	00.011	01.544	19.736	20.136
260.131388	26.660811	0.159457	0.000217818	MMT/Hectospec	260.131375	26.660812	22.974	21.027	20.044	19.709	19.533	022.158	01.031	00.973	20.222	20.662
260.131388	26.866608	0.181503	8.01889e-05	MMT/Hectospec	260.131377	26.866609	22.158	20.698	19.959	19.602	19.416	022.744	00.786	01.396	20.025	20.880
260.131417	26.912909	0.535953	0.00020711	MMT/Hectospec	260.131412	26.912909	21.977	21.279	20.346	19.714	19.433	023.439	00.982	01.589	20.438	21.412
260.131729	26.872917	0.155348	0.000218985	MMT/Hectospec	260.131743	26.872916	20.341	19.208	18.642	18.367	18.643	022.514	00.613	02.208	18.799	20.072
260.131846	26.831600	0.169047	9.20305e-05	MMT/Hectospec	260.131838	26.831601	21.693	20.676	20.169	20.029	19.745	023.821	00.553	01.982	20.340	21.570
260.132304	26.698366	0.159697	9.96024e-05	MMT/Hectospec	260.132316	26.698368	20.743	18.481	17.312	16.853	16.511	020.516	01.217	01.606	17.492	18.442
260.132504	26.672306	0.158641	0.000143633	MMT/Hectospec	260.132504	26.672320	19.309	17.390	16.485	16.121	15.823	020.933	00.953	02.845	16.668	18.351
260.132617	26.681309	0.160082	5.287e-05	MMT/Hectospec	260.132608	26.681309	20.484	18.687	17.619	17.219	16.879	020.871	01.116	01.644	17.796	18.770
260.132792	26.746416	0.157628	0.000112812	MMT/Hectospec	260.132783	26.746417	23.021	21.198	20.381	19.987	19.902	023.032	00.862	01.253	20.547	21.216
260.132840	26.702057	0.645609	0.000101337	Keck/DEIMOS	260.132827	26.702075	22.797	22.432	21.792	21.402	22.070	023.586	00.687	00.666	22.474	22.281
260.133120	26.533888	0.159048	0.000240634	Keck/DEIMOS	260.133083	26.533868	25.331	21.784	20.959	20.486	20.133	022.433	00.875	00.730	21.121	21.482
260.133360	26.709446	0.380014	0.000196003	Keck/DEIMOS	260.133372	26.709523	22.678	21.815	20.850	20.614	20.626	022.849	01.012	00.886	21.117	21.419
260.134933	26.793941	0.092153	0.000141765	MMT/Hectospec	260.134932	26.793942	21.199	19.127	18.236	17.869	17.589	021.200	00.936	01.434	18.422	19.255
260.135021	26.864462	0.181105	9.9002e-05	MMT/Hectospec	260.135014	26.864462	22.023	20.865	19.819	19.326	19.241	022.098	01.093	01.066	19.964	20.527
260.136338	26.396172	0.157314	5.28033e-05	MMT/Hectospec	260.136338	26.396172	21.619	19.911	19.007	18.645	18.446	021.649	00.953	01.242	19.183	19.979
260.136479	26.784294	0.159297	0.000109242	MMT/Hectospec	260.136474	26.784295	21.679	20.224	19.305	18.960	18.639	021.880	00.964	01.209	19.473	20.133
260.138425	26.811899	0.160812	5.52383e-05	MMT/Hectospec	260.138416	26.811899	23.783	20.619	20.067	19.811	19.673	023.514	00.597	01.762	20.289	21.372
260.139130	26.602057	0.161634	0.000593245	Keck/DEIMOS	260.139090	26.602044	22.797	22.254	21.581	21.115	20.932	023.179	00.723	00.567	22.416	22.298
260.139142	26.690531	0.398986	5.82404e-05	MMT/Hectospec	260.139137	26.690530	21.783	20.808	19.579	19.027	18.701	022.760	01.277	01.564	19.794	20.732
260.139483	26.713522	0.266397	0.000103572	MMT/Hectospec	260.139472	26.713522	21.736	20.875	19.995	19.683	19.277	022.641	00.926	01.247	20.167	20.854
260.139590	26.622223	0.645271	0.000212514	Keck/DEIMOS	260.139571	26.622229	22.786	22.914	21.744	20.809	20.350	023.504	01.220	00.837	21.895	22.353
260.141546	26.640242	0.161558	0.000115147	MMT/Hectospec	260.141549	26.640242	20.855	18.831	17.698	17.258	16.853	021.259	01.182	01.848	17.930	19.045
260.142058	26.493961	0.436786	5.83738e-05	MMT/Hectospec	260.142067	26.493962	26.000	21.447	19.954	19.244	18.818	022.623	01.540	01.248	20.147	20.857
260.142517	26.621444	0.157018	7.69534e-05	MMT/Hectospec	260.142508	26.621465	23.104	21.295	20.424	19.905	19.479	022.803	00.920	01.099	20.603	21.310
260.144200	26.757778	0.37377	0.00020701	Keck/DEIMOS	260.144194	26.757921	22.932	23.131	21.969	21.697	20.742	023.986	01.207	00.978	22.039	22.528
260.144292	26.466500	0.252369	0.000115613	MMT/Hectospec	260.144304	26.466508	21.759	20.787	20.316	20.076	20.382	022.420	00.517	00.966	20.500	21.036
260.145692	26.588137	0.213359	8.82612e-05	MMT/Hectospec	260.145703	26.588137	20.735	19.761	18.907	18.573	18.143	022.644	00.904	02.036	19.105	20.431
260.145780	26.662500	0.256715	0.000251508	Keck/DEIMOS	260.145778	26.662531	26.541	20.461	20.886	19.364	20.823	027.155	-0.377	02.788	22.934	23.862
260.146450	26.660555	0.799849	0.000301009	Keck/DEIMOS	260.146439	26.660722	22.426	22.155	21.479	20.616	20.189	023.929	00.724	01.121	21.686	22.282
260.147096	26.847658	0.322648	8.08894e-05	MMT/Hectospec	260.147107	26.847657	22.385	20.956	19.965	19.496	19.034	022.431	01.037	01.135	20.161	20.722
260.147150	26.769194	0.251186	5.88742e-05	MMT/Hectospec	260.147161	26.769204	21.400	20.347	19.552	19.264	19.097	022.176	00.839	01.289	19.630	20.234
260.147354	26.431217	0.15595	0.000113946	MMT/Hectospec	260.147364	26.431216	21.409	20.303	19.514	19.111	18.897	021.864	00.835	01.097	19.668	20.336
260.147370	26.577501	0.159419	0.000467824	Keck/DEIMOS	260.147354	26.577748	25.371	22.463	21.450	21.110	21.042	022.789	01.063	00.600	21.903	22.004
