 259.51516  26.51067 032134 044 19.628 17.607 16.612 16.142 15.754 21.126 0 00.485  48.93076  31.27296 02.746 18.465 1.0480 16.937 0347.0 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.57994  26.72731 032794 053 19.625 18.269 17.563 17.238 16.984 21.868 0 00.428  49.19297  31.28091 02.577 19.579 0.7660 17.817 0354.7 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.61264  26.60200 028273 041 18.892 17.633 16.935 17.008 16.197 21.554 0 00.386  49.06278  31.21636 03.099 18.914 0.7560 17.103 0302.7 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.62982  26.42139 031550 044 20.111 18.275 17.279 16.823 16.437 20.230 0 00.420  48.86626  31.14862 01.391 18.442 1.0460 17.518 0340.3 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.63742  26.45632 030617 026 18.770 17.728 17.243 16.957 16.757 21.500 0 00.399  48.90760  31.15240 02.609 19.088 0.5390 17.423 0329.5 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.66629  26.38398 047022 044 20.696 18.670 17.488 16.977 16.595 21.020 0 00.412  48.83576  31.10637 01.849 18.874 1.2310 17.690 0524.2 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.66815  26.65858 036472 062 19.428 18.148 17.502 17.155 16.938 21.766 0 00.338  49.14301  31.18547 02.611 19.334 0.7020 17.687 0397.6 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.67438  26.98562 033252 047 19.575 18.056 17.209 16.797 16.497 21.142 0 00.492  49.51082  31.27531 02.134 18.821 0.9130 17.501 0360.0 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.67977  26.42130 030374 047 19.899 18.111 17.331 16.934 16.646 21.245 0 00.381  48.88156  31.10584 02.160 18.840 0.8320 17.578 0326.7 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.68867  26.96509 027847 047 19.717 17.852 16.974 16.580 16.284 21.324 0 00.469  49.49214  31.25717 02.523 18.772 0.9430 17.319 0297.9 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.68893  26.68179 048572 020 19.372 18.110 17.593 17.366 17.217 19.851 0 00.323  49.17530  31.17450 01.054 18.311 0.5740 17.742 0543.2 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.69502  26.41170 031361 056 18.260 16.297 15.281 14.822 14.467 20.969 0 00.375  48.87555  31.08996 04.851 17.555 1.0660 15.545 0338.1 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.70723  26.37701 031262 047 19.709 17.625 16.666 16.244 15.888 20.107 0 00.387  48.84063  31.06927 01.768 18.009 1.0080 16.875 0337.0 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.70844  26.28056 028075 047 19.733 18.176 17.345 16.942 16.622 20.584 0 00.453  48.73346  31.03969 01.607 18.597 0.8750 17.559 0300.5 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.71020  26.43287 031034 047 20.383 18.479 17.481 17.051 16.703 21.338 0 00.352  48.90386  31.08322 02.015 19.060 1.0510 17.822 0334.3 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.71250  26.98984 033237 044 18.609 17.228 16.498 16.117 15.782 21.015 0 00.474  49.52705  31.24401 02.908 18.497 0.7960 16.702 0359.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.71330  26.62057 119987 102 21.658 20.886 20.136 19.994 19.782 23.350 0 00.295  49.11435  31.13575 01.599 21.300 0.8050 20.336 1521.4 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.71858  26.64493 047540 144 21.662 20.013 19.180 18.725 18.382 22.080 1 00.292  49.14318  31.13838 01.379 20.165 0.8880 19.387 0537.4 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.71972  26.70286 111920 101 21.884 20.636 18.901 18.299 17.908 22.133 0 00.301  49.20825  31.15435 01.549 20.109 1.7930 19.188 1401.7 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.72015  26.29539 058165 062 21.147 18.996 17.730 17.227 16.823 21.938 0 00.435  48.75362  31.03406 02.566 19.517 1.3110 17.897 0663.2 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.72668  26.56555 072713 028 21.514 19.871 18.855 18.289 17.937 22.019 0 00.289  49.05701  31.10817 01.542 19.861 1.0690 19.084 0852.3 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.72732  26.54494 097930 028 20.806 20.192 19.377 19.121 18.776 22.318 0 00.293  49.03420  31.10157 01.437 20.356 0.8700 19.536 1199.4 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.72749  26.35057 031972 041 20.113 18.147 17.176 16.752 16.407 20.126 0 00.391  48.81741  31.04411 01.436 18.292 1.0190 17.345 0345.2 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.72780  26.23787 037608 041 20.002 18.300 17.386 17.008 16.699 19.289 0 00.475  48.69189  31.01045 00.890 18.106 0.9550 17.547 0411.0 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.72870  26.56083 072656 080 23.717 21.060 19.701 19.133 18.936 22.395 0 00.288  49.05235  31.10506 01.270 20.564 1.4120 19.881 0851.5 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.73117  26.55412 098086 055 22.202 21.109 20.378 20.209 20.059 22.944 0 00.287  49.04563  31.10097 01.187 21.158 0.7850 20.577 1201.6 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.73283  26.64686 036395 035 21.477 20.876 20.413 20.194 19.815 22.819 0 00.279  49.14969  31.12677 01.106 21.186 0.5180 20.605 0396.7 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.73432  26.90905 054457 053 20.739 18.368 17.073 16.594 16.237 20.918 0 00.400  49.44323  31.20197 02.165 18.469 1.3580 17.246 0616.3 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.73563  27.01859 031310 050 19.019 17.196 16.202 15.774 15.398 20.472 0 00.484  49.56620  31.23261 02.621 17.793 1.0610 16.385 0337.5 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.73802  26.51683 030848 021 21.053 19.932 19.419 19.125 18.907 22.307 0 00.292  49.00611  31.08415 01.401 20.370 0.5660 19.580 0332.2 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.73910  26.73871 117214 035 22.081 21.314 19.935 19.755 19.232 22.840 0 00.297  49.25422  31.14828 01.387 20.899 1.4390 20.135 1480.0 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.74009  26.65507 048486 023 20.669 19.934 19.305 18.928 18.823 21.643 1 00.274  49.16108  31.12297 01.083 20.018 0.6840 19.475 0537.4 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.74015  26.65754 110970 138 21.985 21.108 19.998 19.599 19.289 22.745 0 00.274  49.16385  31.12364 01.267 20.909 1.1650 20.236 1387.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.74187  26.66785 078575 058 21.773 20.357 19.471 19.044 18.822 22.675 0 00.274  49.17589  31.12519 01.593 20.643 0.9420 19.669 0930.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.74301  27.05322 112014 047 23.767 20.401 18.672 18.069 17.658 21.307 0 00.510  49.60720  31.23633 01.234 19.679 1.7940 18.855 1403.1 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.74329  26.65151 048277 044 20.860 19.878 19.525 19.248 18.971 23.093 1 00.270  49.15809  31.11919 01.844 20.892 0.4080 19.769 0537.4 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.74454  27.01542 030959 047 19.740 18.159 17.363 16.969 16.642 21.253 0 00.477  49.56535  31.22409 02.165 18.989 0.8630 17.581 0333.5 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.74857  26.70241 112192 044 22.773 20.988 19.242 18.677 18.367 22.809 0 00.276  49.21656  31.12957 01.871 20.578 1.8030 19.454 1405.7 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.74916  26.66067 117335 044 21.684 21.066 19.828 19.455 19.072 22.290 0 00.266  49.17010  31.11686 01.158 20.581 1.2930 19.976 1481.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.75011  26.70661 142667 057 21.746 21.196 20.290 19.993 19.660 22.955 0 00.276  49.22171  31.12949 01.210 21.156 0.9640 20.546 1868.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.75025  26.68605 078581 002 22.950 21.353 20.170 19.691 19.245 22.843 0 00.271  49.19879  31.12336 01.265 21.034 1.2400 20.338 0930.9 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.75039  26.50788 098311 002 23.945 21.491 20.205 19.704 19.714 22.617 0 00.285  48.99993  31.07094 01.115 20.944 1.3380 20.386 1204.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.75187  26.69375 117295 002 19.871 19.478 18.891 18.509 18.160 21.478 0 00.271  49.20789  31.12422 01.251 19.723 0.6440 18.997 1481.2 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.75218  26.59096 031458 002 21.289 20.355 19.871 19.577 19.327 22.691 0 00.262  49.09319  31.09382 01.352 20.788 0.5360 20.041 0339.2 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.75502  26.69731 130517 053 23.882 21.320 19.730 19.049 18.548 22.801 0 00.269  49.21282  31.12258 01.508 20.801 1.6480 19.914 1680.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.75679  26.63695 155663 065 23.644 21.988 20.092 19.113 18.602 23.252 0 00.257  49.14595  31.10339 01.560 21.196 1.9490 20.291 2074.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.75707  26.51467 098064 098 20.566 19.729 18.628 18.239 17.890 22.593 0 00.277  49.00955  31.06722 02.272 20.246 1.1520 18.816 1201.3 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.76103  26.66127 078275 036 22.221 20.786 19.517 19.014 18.753 22.125 0 00.256  49.17441  31.10689 01.234 20.364 1.3240 19.673 0926.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.76364  26.64129 047652 065 23.672 20.771 19.807 19.450 19.160 22.634 1 00.251  49.15289  31.09880 01.330 20.752 1.0180 20.020 0537.4 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.76409  26.59717 097677 017 23.153 20.707 18.996 18.314 18.009 22.365 0 00.251  49.10378  31.08547 01.724 20.104 1.7630 19.187 1195.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.76532  26.63591 047451 080 21.253 20.149 19.456 19.155 19.052 22.816 1 00.249  49.14741  31.09579 01.731 20.705 0.7460 19.630 0537.4 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.76616  26.62003 076581 193 24.801 21.429 20.124 19.674 19.181 22.293 0 00.248  49.12993  31.09041 01.029 20.758 1.3570 20.236 0904.0 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.76806  26.67015 111951 165 23.973 21.797 19.926 19.376 18.865 22.336 0 00.252  49.18647  31.10348 01.171 20.555 1.9260 19.998 1402.2 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.76858  26.80307 031138 016 20.064 18.271 17.307 16.917 16.581 20.314 0 00.307  49.33512  31.14188 01.471 18.436 1.0250 17.481 0335.5 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.76930  26.67064 111390 022 25.305 21.768 20.237 19.708 19.109 23.352 0 00.251  49.18740  31.10257 01.623 21.003 1.5860 20.305 1394.0 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.77254  26.78719 021614 029 20.208 18.889 18.428 18.130 18.108 22.280 0 00.294  49.31858  31.13387 02.131 20.009 0.5220 18.642 0227.9 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.77700  26.74835 032109 034 20.622 20.106 19.807 19.657 19.659 23.167 0 00.271  49.27654  31.11872 01.714 21.029 0.3590 20.002 0346.7 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.77796  26.51802 092202 017 24.918 21.644 20.118 19.627 19.376 22.449 0 00.259  49.01972  31.05034 01.081 20.802 1.5750 20.285 1118.5 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.78123  26.75689 139586 022 21.741 20.948 19.825 19.405 19.087 22.797 0 00.272  49.28737  31.11760 01.405 20.864 1.1830 20.064 1820.7 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.78201  26.54132 126833 017 26.360 21.932 20.413 19.708 19.485 23.911 0 00.247  49.04696  31.05374 01.816 21.753 1.5680 20.620 1624.6 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.78296  26.71771 078934 030 21.290 20.435 19.176 18.716 18.391 21.958 0 00.253  49.24414  31.10467 01.383 20.069 1.3170 19.259 0935.7 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.78591  26.45740 066401 016 21.199 20.612 20.276 20.268 20.142 22.266 0 00.282  48.95456  31.02568 00.911 20.837 0.3860 20.473 0769.2 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.78653  26.49451 151294 020 24.335 22.040 20.016 19.231 18.785 23.823 0 00.262  48.99613  31.03609 02.220 20.856 2.0730 20.096 2005.0 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.78682  26.74654 079147 052 20.865 19.802 18.883 18.512 18.053 21.827 0 00.262  49.27751  31.10981 01.401 19.902 0.9790 19.100 0938.6 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.78762  26.49461 048404 045 21.120 19.560 18.511 18.103 17.935 21.346 1 00.261  48.99657  31.03519 01.377 19.389 1.0980 18.656 0537.4 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.78843  26.64727 097535 045 22.733 20.627 19.012 18.491 18.174 21.390 0 00.230  49.16716  31.07937 01.114 19.761 1.6680 19.161 1193.8 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.78911  26.60598 047675 025 20.800 18.777 17.639 17.185 16.852 20.995 1 00.228  49.12128  31.06668 01.702 18.843 1.1890 17.845 0537.4 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.79217  26.56751 108693 048 21.885 20.678 19.630 19.231 18.738 22.036 0 00.231  49.07929  31.05275 01.137 20.287 1.0980 19.762 1354.5 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
 259.79662  26.74882 079230 045 21.233 20.398 19.651 19.505 19.275 22.419 0 00.256  49.28306  31.10210 01.304 20.659 0.8060 19.848 0939.7 00.791 01.180 05.017 048100 048046 0860 040 035 rxj1720 
